private_domain,failure_reason,reach,visits,in_visits_stratum,in_uniform_stratum,is_ddg_tracker,ddg_categories,ddg_owner,ha22_measured,wb_2022_capture,wb_snapshot_ts,wb_html_cached,dns_resolves,probe_status,http_status,final_url,page_title,probe_error,bl_scan_success,bl_final_url,bl_ddg_join_ads,bl_third_party_cookies,bl_canvas_fingerprinting,bl_session_recording,bl_key_logging,bl_fb_pixel,bl_google_analytics,wb_title,category,rationale,spotcheck,user_category
pocket-lint.com,empty_groups,6,17,True,False,False,,,True,False,,False,True,live,200.0,https://www.pocket-lint.com/,"Pocket-lint | Phone, gadget, and entertainment reviews, product news, and the best of the internet",,True,https://www.pocket-lint.com/,40.0,76.0,0.0,0.0,0.0,0.0,1.0,,content_site,Pocket-lint tech reviews; live,True,
schnellresearch.com,empty_groups,5,11,True,False,False,,,False,True,20220418233045.0,True,True,live,200.0,https://schnellresearch.com/,"Schnell Research | Schnell Research B2B Audience | Schnell Research Programming | Data Processing | Data Collection, CATI | Schnell Research B2B Audience",,True,https://schnellresearch.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Schnell Research | Schnell Research B2B Audience | Schnell Research Programming | Data Processing | Data Collection, CATI | Schnell Research B2B Audience",content_site,Schnell Research market-research company site; live; WB-2022 title matches,False,
theblacksphere.net,empty_groups,3,8,True,False,False,,,True,False,,False,True,live,200.0,https://theblacksphere.net/,The Black Sphere – Ending identity politics,,False,,,,,,,,,,content_site,The Black Sphere political blog; live,False,
doshopify.com,empty_groups,3,6,True,False,False,,,False,True,20220501044829.0,True,True,live,200.0,https://doshopify.com/,,,True,https://doshopify.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Doshopify - All About Sharing Knowledge,content_site,WB-2022 title: Doshopify - All About Sharing Knowledge (blog); live but blank title today,False,
ng.mil,empty_groups,1,3,True,False,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,content_site,US National Guard official site; .mil blocks external probes (dead here) but a government content site,False,
redfin.com,empty_groups,53,1191,False,True,False,,,True,False,,False,True,live,200.0,https://www.redfin.com/,"Redfin | Real Estate & Homes for Sale, Rentals, Mortgages & Agents",,True,https://www.redfin.com/,23.0,17.0,1.0,0.0,0.0,1.0,1.0,,content_site,Redfin real-estate portal; live,False,
redgifs.com,api_network_error,15,462,False,True,True,,,True,False,,False,True,network_filtered,200.0,http://wired.meraki.com/,Cisco Meraki,https: ConnectionError,True,https://www.redgifs.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,adult_content,RedGIFs adult GIF host; DDG-listed; network-filtered from probe vantage,False,
utrgv.edu,empty_groups,1,325,False,True,False,,,False,False,,False,True,live,200.0,https://www.utrgv.edu/,The University of Texas Rio Grande Valley | UTRGV,,True,https://www.utrgv.edu/,7.0,1.0,0.0,0.0,0.0,1.0,1.0,,content_site,University of Texas Rio Grande Valley; live,False,
salsalabs.org,empty_groups,13,137,False,True,True,,"Salsa Labs, Inc.",True,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,,cdn_api_host,Salsa Labs hosted advocacy/donation pages for nonprofit clients (white-label app host); DDG-listed; dead today,True,
marcos.com,empty_groups,6,111,False,True,False,,,True,False,,False,True,live,200.0,https://www.marcos.com/,Marco's Pizza Online Ordering,,True,https://www.marcos.com/,9.0,6.0,0.0,0.0,0.0,0.0,0.0,,content_site,Marco's Pizza ordering site; live,True,
omnigba.com,empty_groups,1,106,False,True,False,,,False,False,,False,True,live,200.0,https://omnigba.com/,,,True,https://omnigba.com/lander,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,unknown,"Live but blank title; no WB capture, not HA-measured, no DDG listing; function unclear",False,
drinkiq.com,empty_groups,9,86,False,True,False,,,True,False,,False,True,live,200.0,https://www.drinkiq.com/en-gb,Effects of Alcohol | Drink Awareness | DRINKiQ UK,,True,https://www.drinkiq.com/en-us,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,content_site,Diageo DRINKiQ alcohol-awareness site; live,False,
sho.com,empty_groups,5,56,False,True,False,,,True,False,,False,True,redirect,200.0,https://www.paramountplus.com/brands/showtime/,Watch Showtime Shows & Movies on Paramount+,,True,https://www.paramountplus.com/brands/showtime/,30.0,45.0,0.0,0.0,0.0,1.0,0.0,,content_site,Showtime (redirects to Paramount+ Showtime hub; same operation); live,False,
mangahere.cc,empty_groups,2,43,False,True,False,,,True,False,,False,True,network_filtered,200.0,http://wired.meraki.com/,Cisco Meraki,https: ConnectionError,True,http://m.mangahere.cc/,4.0,1.0,0.0,0.0,0.0,0.0,0.0,,content_site,MangaHere scanlation-reading site; user-facing content; network-filtered from probe vantage (piracy category),False,
dinosaurized.com,empty_groups,1,41,False,True,False,,,False,False,,False,True,live,200.0,https://dinosaurized.com/,Top Tactical Gears - Survival Tools | Dinosaurized: An Army Store,,True,https://dinosaurized.com/,8.0,12.0,1.0,0.0,0.0,0.0,1.0,,content_site,Dinosaurized tactical-gear store; live,False,
box.net,empty_groups,5,39,False,True,False,,,True,False,,False,True,redirect,200.0,https://www.box.com/,,,True,https://www.box.com/,18.0,3.0,0.0,0.0,0.0,1.0,0.0,,content_site,Box legacy domain redirecting to box.com (same operation); cloud-storage service,False,
employedusa.com,empty_groups,6,33,False,True,False,,,True,False,,False,True,live,200.0,https://employedusa.com/,Home Page - Employed USA,,True,https://employedusa.com/,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,content_site,Employed USA job board; live,False,
freefilefillableforms.com,empty_groups,2,28,False,True,False,,,False,False,,False,True,live,200.0,https://freefilefillableforms.com/home/default.php,Free File Fillable Forms,,True,https://freefilefillableforms.com/home/default.php,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,IRS Free File Fillable Forms; live,False,
lovemesomeprizes.com,empty_groups,1,25,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; sweepstakes-lander name uncorroborated",False,
planet7casino.com,empty_groups,3,25,False,True,False,,,True,False,,False,True,live,200.0,https://www.planet7casino.com/,Best Online Casino | 200% BONUS + FREE SPINS at Planet 7,,True,https://www.planet7casino.com/,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,content_site,Planet 7 online casino; live,False,
zinmanga.com,empty_groups,1,23,False,True,False,,,False,False,,False,True,network_filtered,200.0,http://wired.meraki.com/,Cisco Meraki,https: ConnectionError,False,,,,,,,,,,content_site,Zin Manga scanlation-reading site; user-facing content; network-filtered from probe vantage (piracy category),False,
gp.org,empty_groups,1,22,False,True,False,,,False,False,,False,True,live,200.0,https://www.gp.org/,www.gp.org,,True,https://www.gp.org/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,US Green Party site; live,False,
hudsonjeans.com,empty_groups,1,22,False,True,False,,,False,False,,False,True,live,200.0,https://www.hudsonjeans.com/,"Expertly crafted denim with an effortless, rebellious style - Shop Denim and Apparel for Women, Men and Kids from Hudson Jeans. Designed in Los Angeles.",,False,,,,,,,,,,content_site,Hudson Jeans retail; live,False,
indy100.com,empty_groups,7,21,False,True,False,,,True,False,,False,True,live,200.0,https://www.indy100.com/,Indy100 | News | Politics | YouTube and TikTok News,,True,https://www.indy100.com/,61.0,135.0,0.0,0.0,0.0,0.0,1.0,,content_site,Indy100 (Independent) news; live,False,
loudwire.com,empty_groups,7,21,False,True,False,,,True,False,,False,True,live,200.0,https://loudwire.com/,Loudwire,,True,https://loudwire.com/,72.0,145.0,0.0,0.0,0.0,0.0,1.0,,content_site,Loudwire music news; live,False,
solutionhealth.org,empty_groups,2,20,False,True,False,,,True,False,,False,True,live,200.0,https://www.solutionhealth.org/,SolutionHealth – A HealthCare solution for New Hampshire,,True,https://www.solutionhealth.org/,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,content_site,SolutionHealth NH health system; live,False,
steepandcheap.com,empty_groups,1,16,False,True,False,,,False,False,,False,True,live,202.0,https://www.steepandcheap.com/,,,True,https://www.steepandcheap.com/,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,content_site,Steep & Cheap (Backcountry) outlet store; live,False,
angelsdateone.ru,empty_groups,1,15,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; .ru dating-lander name uncorroborated",False,
webconsultas.com,empty_groups,2,14,False,True,False,,,True,False,,False,True,live,200.0,https://webconsultas.com/,Webconsultas – Sitio Cerrado,,True,https://webconsultas.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,Webconsultas Spanish health magazine; HA-measured 2022; Sitio Cerrado (closed) notice today,True,
pcfinancial.ca,empty_groups,1,13,False,True,False,,,False,False,,False,True,dead,,,,http: ReadTimeout,True,https://www.pcfinancial.ca/en/,8.0,4.0,1.0,0.0,0.0,1.0,1.0,,content_site,PC Financial Canadian bank; dead to probe (geo/bot blocking); recognizable brand,True,
defense.gov,api_network_error,4,11,False,True,True,,,True,False,,False,True,http_error,403.0,https://defense.gov/,Access Denied,,True,https://www.war.gov/,2.0,5.0,0.0,0.0,0.0,0.0,1.0,,content_site,US Department of Defense; 403 bot wall today (Access Denied),False,
imaginepay.com,api_network_error,2,11,False,True,False,,,True,False,,False,True,live,200.0,https://imaginepay.com/,Home,,True,https://imaginepay.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,ImaginePay patient-payment portal; live; deliberate user visits,False,
tkconstructors.com,empty_groups,1,11,False,True,False,,,False,False,,False,True,live,200.0,https://tkconstructors.com/,TK Constructors,,True,https://tkconstructors.com/,13.0,12.0,0.0,0.0,0.0,1.0,1.0,,content_site,TK Constructors home builder; live,False,
booksrelease.com,empty_groups,2,10,False,True,False,,,True,False,,False,True,dead,,,,http: ReadTimeout,False,,,,,,,,,,content_site,Book-release-dates content site; HA-measured 2022 corroborates a functioning site; unreachable today,False,
findfocusgroups.com,empty_groups,2,9,False,True,False,,,True,False,,False,True,live,200.0,https://www.findfocusgroups.com/,Paid Focus Groups Near You & Online | FindFocusGroups.com,,True,https://www.findfocusgroups.com/,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,content_site,FindFocusGroups paid-focus-group directory; live,False,
hitpredictor.com,empty_groups,1,8,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,,content_site,HitPredictor (iHeartMedia) music-rating panel site; recognizable brand; dead today,False,
mobiletime.net,api_network_error,1,8,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; generic name uninformative",False,
nm.com,empty_groups,1,8,False,True,False,,,False,False,,False,True,redirect,200.0,https://www.northwesternmutual.com,,,True,https://www.northwesternmutual.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,Northwestern Mutual (redirects to northwesternmutual.com; same operation),False,
opendoorsusa.org,empty_groups,1,8,False,True,False,,,False,False,,False,True,redirect,200.0,https://www.opendoorsus.org/en-US/,Open Doors US · Serving Persecuted Christians Worldwide,,True,https://www.opendoorsus.org/en-US/,8.0,17.0,0.0,0.0,0.0,1.0,1.0,,content_site,Open Doors US nonprofit (renamed opendoorsus.org; same-operation redirect); live,False,
pressidium.com,empty_groups,1,8,False,True,True,,TechIO Ltd,False,False,,False,True,live,200.0,https://pressidium.com/,Pressidium® EDGE | Next-Gen Managed WordPress Hosting,,False,,,,,,,,,,content_site,Pressidium managed WordPress hosting company site; live corporate site,False,
codementor.io,empty_groups,1,6,False,True,False,,,False,False,,False,True,live,200.0,https://www.codementor.io/,"Codementor | Get live 1:1 coding help, hire a developer, & more",,True,https://www.codementor.io/,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,content_site,Codementor developer-mentoring marketplace; live,False,
froghollow.com,empty_groups,1,6,False,True,False,,,False,False,,False,True,http_error,409.0,http://froghollow.com/,DNS resolution error | froghollow.com | Cloudflare,https: SSLError,True,https://froghollow.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,unknown,"Cloudflare DNS-error interstitial today; no WB capture, not HA-measured; function unclear",False,
il.gov,empty_groups,2,6,False,True,False,,,True,False,,False,True,http_error,401.0,http://il.gov/,401 - Unauthorized: Access is denied due to invalid credentials.,https: ConnectionError,False,,,,,,,,,,content_site,State of Illinois government domain; 401 at apex today but HA-measured 2022; agency subdomain visits,True,
contactscart.com,empty_groups,2,5,False,True,False,,,True,False,,False,True,live,200.0,https://www.contactscart.com/,ContactsCart | Your Favorite Contact Lenses at Amazingly Low Prices,,True,https://www.contactscart.com/,9.0,8.0,1.0,1.0,0.0,1.0,1.0,,content_site,ContactsCart contact-lens store; live,False,
massagetherapy.com,api_network_error,2,5,False,True,False,,,True,False,,False,True,live,200.0,https://www.massagetherapy.com/,Massage Therapy Information | Powered by Associated Bodywork & Massage Professionals,,True,https://www.massagetherapy.com/,3.0,8.0,0.0,0.0,0.0,0.0,0.0,,content_site,ABMP massage-therapy information site; live,True,
rpggeek.com,empty_groups,1,5,False,True,False,,,False,False,,False,True,live,200.0,https://rpggeek.com/,RPGGeek,,True,https://rpggeek.com/,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,content_site,RPGGeek tabletop community; live,False,
sweepswinner.com,empty_groups,3,5,False,True,False,,,True,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,content_site,Sweepstakes site; HA-measured 2022 corroborates a functioning site; dead today,False,
allthingsstone.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://www.allthingsstone.com/,CSI - All Things Stone | Your Home for All Things Stone & More!,,True,https://www.allthingsstone.com/,5.0,7.0,0.0,0.0,0.0,0.0,0.0,,content_site,All Things Stone (countertops company); live,False,
developmentencyclopaedia.com,empty_groups,1,4,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; content-farm name uncorroborated",False,
greatparks.org,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://www.greatparks.org/,Great Parks,,True,https://www.greatparks.org/,10.0,18.0,0.0,0.0,0.0,1.0,1.0,,content_site,Great Parks of Hamilton County OH; live,False,
insboys.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,http://insboys.com/,人生就是搏·(中国)集团,https: ConnectionError,False,,,,,,,,,,unknown,Live today as a Chinese gambling page (domain likely repurposed); no evidence of June-2022 function,False,
justcreative.com,empty_groups,2,4,False,True,False,,,True,False,,False,True,live,200.0,https://justcreative.com/,Brand Designer & Strategist - Branding Agency JUST™ Creative,,True,https://justcreative.com/,7.0,1.0,0.0,1.0,0.0,0.0,1.0,,content_site,Just Creative design blog/agency; live,False,
linkcdn.to,empty_groups,1,4,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,cdn_api_host,"Unambiguous link/CDN name morphology; dead today, no other evidence",True,
outlawkitchens.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://www.outlawkitchens.com/,,,True,https://www.outlawkitchens.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,Outlaw Kitchens (small business); live 200 at own domain,False,
researchamericainc.com,empty_groups,1,4,False,True,False,,,False,False,,False,True,live,200.0,https://researchamericainc.com/,Market Research Company | Consumer Insights | Research America,,True,https://researchamericainc.com/,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,content_site,Research America market-research company site; live,False,
thisdayinaviation.com,empty_groups,2,4,False,True,False,,,True,False,,False,True,live,200.0,https://www.thisdayinaviation.com//,This Day in Aviation | Important Dates in Aviation History,,True,https://www.thisdayinaviation.com//,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,This Day in Aviation history site; live; HA-measured 2022,False,
antitpd.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,http_error,404.0,https://antitpd.com/,,,True,https://antitpd.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,unknown,"404 today; no WB capture, not HA-measured, no DDG listing; opaque name",False,
equityapartments.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://equityapartments.com/,Home | EquityApartments.com,,True,https://equityapartments.com/,4.0,1.0,0.0,0.0,0.0,0.0,1.0,,content_site,Equity Residential apartments site; live,False,
fybelle.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://fybelle.com/,,,True,https://fybelle.com/cgi-sys/defaultwebpage.cgi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,unknown,"Live but blank title; no WB capture, not HA-measured, no DDG listing; function unclear",False,
gotodobbs.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.gotodobbs.com/,Dobbs Tire & Auto Centers - Car Repair and Auto Shop,,True,https://www.gotodobbs.com/,9.0,5.0,0.0,1.0,0.0,1.0,1.0,,content_site,Dobbs Tire & Auto Centers; live,False,
macaronigrill.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.macaronigrill.com/,Romano's Macaroni Grill Italian Restaurant,,True,https://www.macaronigrill.com/,12.0,16.0,0.0,0.0,0.0,1.0,1.0,,content_site,Romano's Macaroni Grill restaurant; live,False,
nordicneedle.net,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://nordicneedle.net/,PGBET : Nyalakan Rentetan Kemenangan Dengan Bet Pemicu Jackpot Gacor,,True,https://nordicneedle.net/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,Nordic Needle needlework retailer in the panel era; page today shows Indonesian gambling spam (domain since repurposed),False,
pomopizzeria.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://pomopizzeria.com/,POMO Pizzeria: Authentic Italian Pizza Experience in Arizona,,False,,,,,,,,,,content_site,POMO Pizzeria restaurant; live,False,
pridewaves.com,empty_groups,1,3,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing",True,
riverfoodpantry.org,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.riverfoodpantry.org/,"The River Food Pantry – Dane County, WI",,True,https://www.riverfoodpantry.org/,6.0,0.0,0.0,0.0,0.0,1.0,1.0,,content_site,River Food Pantry nonprofit; live,False,
spreadthefaithstore.com,empty_groups,1,3,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; store-sounding name uncorroborated",False,
surgentcpe.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.surgentcpe.com/,CPE Courses for CPAs & Tax Professionals | Surgent CPE,,True,https://www.surgentcpe.com/,13.0,22.0,0.0,1.0,1.0,0.0,1.0,,content_site,Surgent CPE courses for accountants; live,False,
transfermarkt.com,empty_groups,1,3,False,True,False,,,False,False,,False,True,live,200.0,https://www.transfermarkt.com/,"Football transfers, rumours, market values and news | Transfermarkt",,True,https://www.transfermarkt.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,Transfermarkt football data site; live,False,
camscape.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.camscape.com/,Live Webcams on Camscape – Free Streaming Cams Worldwide,,True,https://www.camscape.com/,20.0,17.0,0.0,0.0,0.0,0.0,1.0,,content_site,Camscape live travel webcams directory; live,False,
cartermario.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.cartermario.com/,CT Car Accident & Injury Lawyers | 30+ Years Experience,,True,https://www.cartermario.com/,4.0,1.0,0.0,0.0,0.0,1.0,1.0,,content_site,Carter Mario injury law firm; live,False,
dakine.com,api_network_error,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.dakine.com/,"Dakine | Backpacks, Luggage, Surf, Snow, & Bike Gear Since 1979",,False,,,,,,,,,,content_site,Dakine outdoor-gear retail; live; original failure was scraper-side network error,False,
digitach.net,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://digitach.net/,球队海报 - 2026 赛季赛事数据与前瞻,,True,https://digitach.net/,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,unknown,Live today with Chinese sports-data title (likely repurposed); no evidence of June-2022 function,False,
entitlementopposition.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; political-mailer name uncorroborated",False,
flxfy-host01.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,network_filtered,200.0,http://wired.meraki.com/,Cisco Meraki,https: ConnectionError,True,https://flxfy-host01.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,cdn_api_host,Numbered-host CDN name morphology (flxfy-host01); network-filtered from probe vantage; embedded media host pattern,False,
fontsgeek.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://fontsgeek.com/,Fontsgeek : Download Thousands Of Cool Free Fonts For Windows And Mac.,,False,,,,,,,,,,content_site,FontsGeek free-font download site; live,False,
foreverstampshop.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://foreverstampshop.com/,USPSFASTSTAMPS,,True,https://foreverstampshop.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,"Stamp e-commerce storefront (USPSFASTSTAMPS title; likely counterfeit-stamp shop, still a user-facing store); live",False,
ganbino.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://ganbino.com/,Loading...,,True,http://ww547.ganbino.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,adtech_infrastructure,"Probe intermittently redirects into corplusi.com match-#### affiliate offer feed; redirect-lander plumbing, not a destination",False,
hellotds.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://hellotds.com/,"Home and Business Internet, TV and Phone Service | Up to 2Gig - TDS",,True,https://hellotds.com/,9.0,6.0,0.0,0.0,0.0,1.0,1.0,,content_site,TDS Telecom customer site; live,False,
highvoltagedetox.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.highvoltagedetox.com/,"High Voltage Detox Home - Offering Fast, Safe, Effective Detox Products",,True,https://www.highvoltagedetox.com/,5.0,6.0,1.0,0.0,1.0,0.0,0.0,,content_site,High Voltage Detox product store; live,False,
hpinstantink.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://instantink.hpconnected.com/us/en/l/v2?jumpid=va_65bsqvipye,,,True,https://instantink.hpconnected.com/us/en/l/v2?jumpid=va_65bsqvipye,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,content_site,HP Instant Ink service portal (redirects into hpconnected.com; same operation); deliberate user visits,False,
intuit.me,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=intuit.me,Custom Domain by Bitly,,True,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=intuit.me,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,adtech_infrastructure,"Bitly-powered branded short-link domain for Intuit marketing; redirect plumbing, not a destination",False,
legionfarm.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://lfcarry.com/,"LFCarry | Pro Boosts & Carries — Destiny 2, WoW Midnight, COD & More",,True,https://lfcarry.com/,7.0,2.0,1.0,0.0,0.0,1.0,1.0,,content_site,Legionfarm game-boosting service (now LFCarry; same-operation redirect); live,False,
lendtra.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,redirect,200.0,https://domains.atom.com/lpd/name/lendtra.com,Lendtra.com — Premium Domain For Sale | Atom,,True,https://domains.atom.com/lpd/name/lendtra.com,12.0,30.0,0.0,0.0,0.0,0.0,1.0,,parked_or_forsale,"For-sale lander at Atom.com domain marketplace; no WB capture, not HA-measured; no evidence of substantive 2022 content",False,
mountzionfinancing.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing",False,
mycreditcard.mobi,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,content_site,Continental Finance credit-card account/payment portal (recognizable service); dead today,False,
mytupperware.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectionError,False,,,,,,,,,,content_site,Tupperware consultant/customer portal; recognizable brand (company since collapsed); dead today,False,
numberle.org,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://numberle.org/,Numberle - Daily Math Game & Number Puzzles,,True,https://numberle.org/,44.0,27.0,1.0,0.0,0.0,0.0,1.0,,content_site,Numberle daily math game; live,False,
outdoorelement.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://outdoorelement.com/,OUTDOOR ELEMENT | Outdoor Adventure & Survival Gear – Outdoor Element,,True,https://outdoorelement.com/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,Outdoor Element gear store; live,True,
poprtb.com,empty_groups,1,2,False,True,True,,,False,False,,False,True,live,200.0,https://www.poprtb.com/,PopRTB - Redefining online advertising,,False,,,,,,,,,,adtech_infrastructure,PopRTB - Redefining online advertising (own title); RTB pop-ad network; DDG-listed,True,
pyyodebts.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; debt-lander name uncorroborated",False,
seedsman.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.seedsman.com/us-en/,Seedsman Cannabis Seeds | Buy Online with Delivery Across the USA,,True,https://www.seedsman.com/us-en/,4.0,7.0,0.0,1.0,0.0,0.0,1.0,,content_site,Seedsman cannabis-seed retailer; live,False,
sendmesamples.com,empty_groups,1,2,False,True,False,,,False,False,,False,False,dead,,,,"dns: [Errno 8] nodename nor servname provided, or not known",False,,,,,,,,,,dead,"Dead today; no WB capture, not HA-measured, no DDG listing; free-samples-lander name uncorroborated",False,
starmotorcars.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,,content_site,Star Motor Cars Houston dealership (recognizable real business); dead to probe today,False,
townhallburgerandbeer.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,dead,,,,http: ConnectTimeout,False,,,,,,,,,,content_site,"Town Hall Burger and Beer NC restaurant (real, since closed); dead today",False,
treatstream.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://treatstream.com/,TreatStream,,True,https://treatstream.com/,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,content_site,TreatStream site; live with own branding,False,
vertiv.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://www.vertiv.com/en-us/,Vertiv | A global leader in critical digital infrastructure,,True,https://www.vertiv.com/en-us/,9.0,16.0,0.0,0.0,0.0,0.0,0.0,,content_site,Vertiv digital-infrastructure company; live,False,
videochums.com,empty_groups,1,2,False,True,False,,,False,False,,False,True,live,200.0,https://videochums.com/,Video Chums · Hang out and play games,,True,https://videochums.com/,23.0,45.0,0.0,0.0,0.0,0.0,0.0,,content_site,Video Chums game reviews; live,False,
